umap	assay_id	description	exposure_hrs	variant	comment	comment_type
8.103204299	2075849	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
8.103204299	2080445	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
8.103204299	2122462	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
8.103204299	2130908	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
8.103204299	2131095	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
8.103204299	2148553	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured for 48 hrs by MTT assay	48			
8.103204299	2194358	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
8.184810153	2126079	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by WST-1 assay	48			
8.188927879	2134911	Cytotoxicity against human HepG2 cells assessed as cell reduction in cell viability incubated for 48 hrs by MTS assay	48			
8.196302326	2187216	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay	72			
8.196302326	2312285	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay	72			
8.196302326	2328561	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay	72			
8.203632128	2169410	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured at 48 hrs by resazurin reagent based assay	48			
8.207365617	814786	Cytotoxicity against human HepG2 cells assessed as cell viability after 48 hrs	48			
8.214687255	1787274	Cytotoxicity against human HepG2 cells assessed as decrease in cell viability after 48 hrs by CellTox green assay	48			
8.214787606	2205639	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by CellTiter-Glo luminescent cell viability assay	48			
8.235590195	1541902	Cytotoxicity against human HepG2 cells assessed as cell viability after 48 hrs by neutral red-based assay	48			
8.250011131	2110795	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 72 hrs by MTT assay	72			
8.250011131	2133474	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 72 hrs by MTT assay	72			
8.250011131	2155885	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 72 hrs by MTT assay	72			
8.253297552	2145994	Antiproliferative activity against human HepG2 cells assessed as inhibition rate incubated for 72 hrs by MTT assay	72			
8.264729653	1689779	Cytotoxicity against human HepG2 cells harboring A16-CD81EGFP assessed as cell viability after 48 hrs by bioluminescence assay	48			
8.27076762	2335451	Cytotoxicity against human HepG2 cells assessed as cell viability measured after 48 hrs by CellTiter96 assay	48			
8.278774334	2284858	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTS assay	48			
8.29663477	2105862	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 24 hrs by MTT assay	24			
8.300482165	1850377	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability at 0.1 to 40 uM incubated for 48 hrs by MTS assay	48			
8.317737437	1901864	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by CellTiter-Glo assay	48			
8.339023271	2053891	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by cell counting kit-8 assay	48			
8.347168995	2076351	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 40 hrs by cell titer glo assay	40			
8.369654412	1366675	Anticancer against human HepG2 cells assessed as cell viability after 48 hrs by SRB assay	48			
8.375588579	1440739	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay	72			
8.375588579	1994338	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay	72			
8.375588579	2092242	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay	72			
8.375588579	2347806	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay	72			
8.390046323	2168859	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by CCK8 assay	48			
8.401595011	2119802	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 72 hrs by CCK8 assay	72			
8.417828001	767338	Cytotoxicity against human HepG2 cells assessed as cell viability after 48 hrs by alamar blue assay	48			
8.424801813	1781642	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by ATPlite-based luminescent assay	48			
8.461277399	2122316	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by CCK8 assay	48			
8.486092533	1904472	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by Celltiter-Glo assay	48			
8.488147782	1498055	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by CCK8 assay	48			
8.502345244	948396	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation after 72 hrs by CCK8 assay	72			
8.537268316	1907968	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by resazurin reagent based assay	48			
8.550746805	1577582	Cytotoxicity against human HepG2 cells assessed as cell viability after 48 hrs by SRB assay	48			
8.567229356	2320942	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by alamar blue reagent based fluorescence assay	48			
8.587051437	2351542	Antiproliferative against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by XTT assay	24			
8.597149385	2360588	Cytotoxicity against human HepG2 cells assessed as reduction in cell growth measured after 72 hrs by MTT assay	72			
8.614498351	1724071	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by SRB assay	48			
8.669763268	754064	Cytostatic activity against human HepG2 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay	72			
8.697617811	1363942	Cytotoxicity against human HepG2 cells assessed as decrease in cell viability after 72 hrs by MTT assay	72			
8.697617811	1684238	Cytotoxicity against human HepG2 cells assessed as decrease in cell viability after 72 hrs by MTT assay	72			
8.697617811	1771072	Cytotoxicity against human HepG2 cells assessed as decrease in cell viability after 72 hrs by MTT assay	72			
8.707559312	1507565	Cytotoxicity against human HepG2 cells assessed as inhibition of cell viability after 48 hrs by SRB assay	48			
8.726163365	2046974	Cytotoxicity in human SiHa cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.735784119	1691490	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by CellTiter Glo assay	48			
8.769663987	956464	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
8.769663987	985664	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
8.769663987	1338154	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
8.769663987	1475467	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
8.769663987	1476341	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
8.769663987	1519201	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
8.769663987	2056932	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
8.77522666	1860967	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
8.77522666	1971257	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
8.77522666	2061054	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured upto 72 hrs by MTT assay	72			
8.77522666	2118984	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured upto 72 hrs by MTT assay	72			
8.77522666	2122596	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
8.77522666	2130915	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
8.77522666	2379685	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
8.807732609	611107	Antitumor activity against human HepG2 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay	72			
8.811794924	1920799	Cytotoxicity against human SiHa cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.833124323	1468041	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT colorimetric assay	72			
8.841795128	2071801	Cytotoxicity against human Hep3B cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.850134795	842284	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1460733	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1460745	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1669858	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1702858	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1709240	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1716108	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1726244	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1758465	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1770654	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	1774405	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	2018395	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	2049805	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	2104782	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	2132721	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.850134795	2163257	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
8.857193977	1514718	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	1744572	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	1759417	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	1798817	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	1821737	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	1839109	Cytotoxicity against human HepG2 cell assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2071802	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2113143	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2129186	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2203977	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2241376	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2266106	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2269595	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.857193977	2356996	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
8.869415946	2262456	Antitumor activity human HepG2 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay	72			
8.869415946	2338943	Antitumor activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay	72			
8.890165949	2285728	Cytotoxicity against human HepG2 cells assessed as cell viability incubated for 72 hrs by MTT assay	72			
8.893652236	2349765	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell viability incubated for 48 hrs by CCK8 method	48			
8.928396782	2012653	Anticancer activity against human HepG2 cells assessed as cell growth inhibition measured after 24 hrs by MTT assay	24			
8.963303448	2262706	Anticancer activity against human HepG2 cells assessed as inhibition of cell viability incubated for 72 hrs by MTT assay	72			
8.993526921	2220267	Anticancer activity against human HepG2 cells assessed as inhibition of cell growth incubated for 3 days by MTT assay	72			
8.993526921	2274556	Anticancer activity against human HepG2 cells assessed as cell growth inhibition incubated for 3 days by MTT assay	72			
9.002718646	1445074	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by sulforhodamine B colorimetric assay	48			
9.00400355	875674	Cytotoxicity against human HepG2 cells incubated for 24 hrs by WST1 dye reduction assay	24			
9.101004847	2168790	Anticancer activity against human HepG2 cells assessed as cell growth inhibition measured for 72 hrs by MTT assay	72			
9.101004847	2260363	Anticancer activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
9.137325747	1681281	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by CellTiter-Glo assay	72			
9.149502903	1798799	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by CCK8 assay	72			
9.200949636	2367637	Inhibition of mitochondrial function in human HepG2 cells assessed as reduction in ATP production				
9.211640321	1585512	Cytotoxicity against human HepG2 cells incubated for 16 hrs by XTT assay	16			
9.251524544	2168827	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by fluorometric assay	72			
9.25162811	2187735	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTS assay	72			
9.261528918	1886084	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay	72			
9.261528918	2063926	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay	72			
9.261528918	2367922	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay	72			
9.263910808	2058982	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer glo assay	72			
9.274273063	1980959	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by SRB assay	72			
9.280398887	2244413	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTS assay	72			
9.294393105	2069496	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by RRA assay	72			
9.296584461	1659769	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by XTT assay	72			
9.310464069	1712135	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTS assay	72			
9.312719857	2063118	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by Alamar blue assay	72			
9.314345204	2048024	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by SRB assay	72			
9.314345204	2069485	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by SRB assay	72			
9.327131563	1696454	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by CellTiter-blue assay	72			
9.360466023	1674270	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay	72			
9.38033633	2119022	Anticancer activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 72 hrs by MTT assay	72			
9.389661617	1798879	Cytotoxicity in human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by cell-titer Glo asay	72			
9.447681522	2268658	Anticancer activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 72 hrs by SRB calorimetric assay	72			
9.473895498	1508568	Cytotoxicity against human HepG2 cells assessed as cell viability after 72 hrs by CCK8 assay	72			
9.480018523	2268687	Anticancer activity against human HepG2 cells assessed as inhibition of cell proliferation measured after 16 hrs by MTT assay	16			
9.509091673	1901192	Cytotoxicity against human C33A cells assessed as reduction in cell viability after 72 hrs	72			
9.51136362	1789791	Cytotoxicity against human HepG2 cells assessed as decrease in cell viability after 72 hrs by CCK8 assay	72			
9.557776326	1874322	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by CellTiter 96 aqueous one solution assay	48			
9.591959922	1765380	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by CellTiter 96 Aqueous One solution cell proliferation assay	48			
9.615211296	1930036	Cytotoxicity against human HepG2 cells assessed as cell viability incubated for 72 hrs by cellTiter 96 AQueous non-radioactive cell proliferation assay	72			
9.618032382	2284919	Anticancer activity against human HepG2 cells assessed as inhibition of cell proliferation at 10 uM measured after 24 hrs by MTT assay	24			
9.642028816	2029113	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by sulforhodamine B assay	72			
9.731206963	2284921	Anticancer activity against human HepG2 cells assessed as inhibition of cell proliferation at 50 uM measured after 24 hrs by MTT assay	24			
9.76073252	1696119	Dark toxicity against human HepG2 cells assessed as reduction in cell viability incubated overnight by MTT assay			dark toxicity	mechanism
9.871837696	824469	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	960286	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	1275589	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	1280308	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	1444894	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	1538102	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	1567409	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	1685386	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.871837696	1817432	Cytotoxicity against human HepG2 cells after 72 hrs by SRB assay	72			
9.878504714	1709117	Cytotoxicity against human HepG2 cells after 72 hrs by CCK8 assay	72			
9.929757408	842239	Cytotoxicity against human HepG2 cells incubated for 72 hrs by SRB assay	72			
9.931782878	615187	Cytotoxicity against human HepG2 cells after 72 hrs by luminescence assay	72			
9.970458398	582148	Cytotoxicity against human HepG2 cells after 72 hrs by MTS assay	72			
9.970458398	606621	Cytotoxicity against human HepG2 cells after 72 hrs by MTS assay	72			
9.970458398	700918	Cytotoxicity against human HepG2 cells after 72 hrs by MTS assay	72			
9.989318026	942784	Cytotoxicity against human HepG2 cells after 72 hrs by CCK-8 assay	72			
10.03501156	1929111	Cytotoxicity against human HepG2 cells assessed as reduction in cell survival after 72 hrs by sulforhodamine B assay	72			
10.06378259	2163834	Cytotoxicity against human HepG2 cells incubated for 72 hrs by CCK-8 assay	72			
10.14987798	2191974	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition by colorimetric method				
10.15295876	1924322	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition				
10.15295876	2032761	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth				
10.15295876	2079361	Cytotoxicity against human HepG2 cells assessed as growth inhibition				
10.15295876	2217606	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition				
10.15295876	2220255	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth				
10.15295876	2261543	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition				
10.15295876	2271446	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth				
10.15295876	2276311	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth				
10.15295876	2304317	Cytotoxicity against human HepG2 cells assessed as growth inhibition				
10.15295876	2316805	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth				
10.15295876	2328955	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition				
10.15295876	2347730	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition				
10.15295876	2368775	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition				
10.15295876	2377370	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth				
10.15295876	2377985	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition				
10.15295876	2379108	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth				
10.25327658	1739409	Cytotoxicity against human HepG2 cells assessed as reduction in cell proliferation after 72 hrs by MTS assay	72			
10.25327658	2012728	Cytotoxicity against human HepG2 cells assessed as reduction in cell proliferation after 72 hrs by MTS assay	72			
10.25907525	807892	Cytotoxicity against human HepG2 cells after 72 hrs by sulforhodamine B assay	72			
10.25907525	1765419	Cytotoxicity against human HepG2 cells after 72 hrs by sulforhodamine B assay	72			
10.2822958	1936480	Cytotoxicity against human SiHa cells measured after 72 hrs by sulforhodamine B assay	72			
10.32576912	2103089	Cytotoxicity against human HepG2-A16-CD81EGFP cells assessed as inhibition of cell growth incubated for 24 hrs followed by medium transfer and incubation in multimode plate for 48 hrs by CellTiterGlo reagent based luminescence assay	72			
10.33410421	1759194	Cytotoxicity in human HepG2 cells incubated for 72 hrs by sulforhodamine B assay	72			
10.41378388	2104852	Cytotoxicity in human HepG2 cells assessed as inhibition of cell proliferation measured by CCK-8 assay				
10.4283251	2276696	Cytotoxicity against human HepG2 cells in galactose containing media incubated for 72 hrs by celltiter-glo luminescent cell viability assay	72			
10.43436182	2276695	Cytotoxicity against human HepG2 cells in glucose containing media incubated for 72 hrs by celltiter-glo luminescent cell viability assay	72			
10.46009363	2322166	Anticancer activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by CCK-8 staining based microplate reader analysis	72			
10.54915635	1723407	Cytotoxicity in human HepG2 cells assessed as reduction in cell growth incubated for 72 hrs by neutral red staining based colorimetry	72			
10.55688692	2116542	Cytotoxicity against human HepG2 cells assessed as reduction in cell proliferation measured after 72 hrs by CellTiter96 Aqueous One Solution Cell Proliferation Assay	72			
10.75528253	2125186	Cytotoxicity against human HepG2 cells incubated for 72 hrs by resazurin dye based assay	72			
10.79313182	311607	Antiproliferative activity against human SIHA cell line				
10.79313182	394305	Antiproliferative activity against human SiHa cell line				
10.82255634	759897	Displacement of [125I]-PA cyclopamine from smoothened expressed in african green monkey COS-1 cells after 10 mins by autoradiography			displacement	test
10.85826469	1977469	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth measured after 24 hrs by MTS assay	24			
10.98027135	967579	Photocytotoxicity against human HepG2 cells assessed as growth inhibition incubated for 4 hrs in dark prior to 20 mW cm'-2 laser irradiation for 20 mins followed by 24 hrs incubation in dark by CCK8 assay	24		phototoxicity	mechanism
11.00305363	2367249	Growth inhibition of human HepG2 cells harboring p53 incubated for 4 days by celltiter glo assay	96			
11.07121875	83551	Concentration required to reduce proliferation of human hepatocellular carcinoma (HepG-2) cell line by 50% as determined by the MTT method				
11.20217305	2110597	Antitumor activity against human HepG2 cells xenografted in BALB/c nude mouse assessed as tumor weight suppression at 1 mg/kg, ip administered every 6 days for 20 days and measured every 2 days by digital caliper method relative to control			xenograft	xenograft
11.23500925	1464967	Antiproliferative activity against human HepG2 cells assessed cell survival after 24 hrs by alamarBlue assay	24		xenograft	xenograft
11.47324576	739697	Anticancer activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.4832608	1783318	Photodynamic anticancer activity in human HepG2 cells preincubated for 2 hrs followed by light exposure at 27 J/cm2 for 30 mins and subsequent incubation for 24 hrs by MTT assay	24		phototoxicity	mechanism
11.48849987	1518580	Anticancer activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.49350909	1685927	Anticancer activity against human HepG2 cells incubated for 24 hrs by MTT assay	24			
11.49350909	2225161	Anticancer activity against human HepG2 cells incubated for 24 hrs by MTT assay	24			
11.50746026	623092	Antitumor activity against human HepG2 cells incubated with drug dissolved in olive oil after 48 hrs by MTT assay	48			
11.50746026	623094	Antitumor activity against human HepG2 cells incubated with drug dissolved in DMSO after 48 hrs by MTT assay	48			
11.52951042	2371305	Anticancer activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
11.56206936	623093	Antitumor activity against human HepG2 cells incubated with drug dissolved in olive oil after 72 hrs by MTT assay	72			
11.56206936	623095	Antitumor activity against human HepG2 cells incubated with drug dissolved in DMSO after 72 hrs by MTT assay	72			
11.58964837	1463033	Cytostatic activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.636008	2275594	Anticancer activity against human HepG2 cells incubated for 48 hrs by MTT assay	48			
11.66482584	1934797	Antineoplastic activity against human HepG2 cells measured after 36 hrs by MTT assay	36			
11.67072015	763264	Anticancer activity against human SiHa cells after 48 hrs by MTT assay	48			
11.70542393	1730871	Antiproliferative activity against human SiHa cells after 72 hrs by MTT assay	72			
11.7299851	763263	Anticancer activity against human HepG2 cells after 48 hrs by MTT assay	48			
11.7299851	1469873	Anticancer activity against human HepG2 cells after 48 hrs by MTT assay	48			
11.7299851	1560942	Anticancer activity against human HepG2 cells after 48 hrs by MTT assay	48			
11.7299851	1882680	Anticancer activity against human HepG2 cells after 48 hrs by MTT assay	48			
11.7739255	658211	Antitumor activity against human HepG2 cells after 48 hrs by MTT assay	48			
11.81096669	740507	Antiproliferative activity against human HepG2 cells after 96 hrs by MTT assay	96			
11.81096669	1812745	Antiproliferative activity against human HepG2 cells after 96 hrs by MTT assay	96			
11.83756391	2319999	Antitumor activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
11.85153314	1545536	Antipoliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
11.88921869	992174	Antiproliferative activity against human HepG2 cells after 24 to 72 hrs by MTT assay	72			
11.89894944	1842369	Antiproliferative activity against human HepG2 after 24 hrs by MTT assay	24			
11.91586275	675824	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	740651	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	770222	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	770256	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	824564	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1336828	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1450043	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1568781	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1587145	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1705807	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1726512	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1768305	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1771209	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1782196	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1782371	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1801556	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1829327	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1832424	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.91586275	1922701	Antiproliferative activity against human HepG2 cells after 24 hrs by MTT assay	24			
11.92308807	1732153	Antiproliferative activity against human HepG2 cells after 36 hrs by MTT assay	36			
11.92871161	1753641	Antiproliferative activity against human HepG2 cells incubated for 24 hrs by MTT assay	24			
